timestamp,state
2025-03-31 00:00:00,0.0
2025-03-31 01:00:00,0.0
2025-03-31 02:00:00,0.0
2025-03-31 03:00:00,0.0
2025-03-31 04:00:00,99.51363636363637
2025-03-31 05:00:00,517.971098265896
2025-03-31 06:00:00,1544.5408163265306
2025-03-31 07:00:00,2838.0816618911176
2025-03-31 08:00:00,6085.686330935252
2025-03-31 09:00:00,4539.934191702432
2025-03-31 10:00:00,4178.481910274963
2025-03-31 11:00:00,3584.342028985507
2025-03-31 12:00:00,3283.355322338831
2025-03-31 13:00:00,6100.61
2025-03-31 14:00:00,5055.122191011236
2025-03-31 15:00:00,3280.1388101983002
2025-03-31 16:00:00,2317.1410071942446
2025-03-31 17:00:00,74.53497942386831
2025-03-31 18:00:00,0.0
2025-03-31 19:00:00,0.0
2025-03-31 20:00:00,0.0
2025-03-31 21:00:00,0.0
2025-03-31 22:00:00,0.0
2025-03-31 23:00:00,0.0
2025-04-01 00:00:00,0.0
2025-04-01 01:00:00,0.0
2025-04-01 02:00:00,0.0
2025-04-01 03:00:00,0.0
2025-04-01 04:00:00,280.31414868105514
2025-04-01 05:00:00,1067.6700143472024
2025-04-01 06:00:00,2117.891089108911
2025-04-01 07:00:00,3639.2175792507205
2025-04-01 08:00:00,6048.649499284693
2025-04-01 09:00:00,8166.340941512126
2025-04-01 10:00:00,8917.43661971831
2025-04-01 11:00:00,8871.874115983026
2025-04-01 12:00:00,8375.719943422913
2025-04-01 13:00:00,7179.03147353362
2025-04-01 14:00:00,5225.609483960949
2025-04-01 15:00:00,3708.249639249639
2025-04-01 16:00:00,2055.958092485549
2025-04-01 17:00:00,100.46712802768167
2025-04-01 18:00:00,0.0
2025-04-01 19:00:00,0.0
2025-04-01 20:00:00,0.0
2025-04-01 21:00:00,0.0
2025-04-01 22:00:00,0.0
2025-04-01 23:00:00,0.0
2025-04-02 00:00:00,0.0
2025-04-02 01:00:00,0.0
2025-04-02 02:00:00,0.0
2025-04-02 03:00:00,0.0
2025-04-02 04:00:00,219.10878661087867
2025-04-02 05:00:00,1021.6329479768787
2025-04-02 06:00:00,1970.9596541786743
2025-04-02 07:00:00,3624.6163793103447
2025-04-02 08:00:00,6491.727019498608
2025-04-02 09:00:00,7941.7223796033995
2025-04-02 10:00:00,8164.555399719495
2025-04-02 11:00:00,8724.941011235955
2025-04-02 12:00:00,7877.920792079208
2025-04-02 13:00:00,6375.552742616033
2025-04-02 14:00:00,4814.834978843442
2025-04-02 15:00:00,3335.612857142857
2025-04-02 16:00:00,1972.8342939481267
2025-04-02 17:00:00,222.01007556675063
2025-04-02 18:00:00,0.0
2025-04-02 19:00:00,0.0
2025-04-02 20:00:00,0.0
2025-04-02 21:00:00,0.0
2025-04-02 22:00:00,0.0
2025-04-02 23:00:00,0.0
2025-04-03 00:00:00,0.0
2025-04-03 01:00:00,0.0
2025-04-03 02:00:00,0.0
2025-04-03 03:00:00,0.0
2025-04-03 04:00:00,137.97327394209353
2025-04-03 05:00:00,638.6187050359712
2025-04-03 06:00:00,1167.0815450643777
2025-04-03 07:00:00,3050.8873038516404
2025-04-03 08:00:00,6240.661428571429
2025-04-03 09:00:00,8226.809116809116
2025-04-03 10:00:00,8997.83406113537
2025-04-03 11:00:00,9167.482905982906
2025-04-03 12:00:00,8490.110169491525
2025-04-03 13:00:00,7264.174100719424
2025-04-03 14:00:00,5455.334332833583
2025-04-03 15:00:00,3796.2683982683984
2025-04-03 16:00:00,2302.058321479374
2025-04-03 17:00:00,183.39664804469274
2025-04-03 18:00:00,0.0
2025-04-03 19:00:00,0.0
2025-04-03 20:00:00,0.0
2025-04-03 21:00:00,0.0
2025-04-03 22:00:00,0.0
2025-04-03 23:00:00,0.0
