Timestamp,solar_production_kwh
2017-01-01T00:00:00.000Z,0.25937885543421224
2017-01-01T01:00:00.000Z,0.0
2017-01-01T02:00:00.000Z,0.0
2017-01-01T03:00:00.000Z,0.2031349991353113
2017-01-01T04:00:00.000Z,0.23306972474569354
2017-01-01T05:00:00.000Z,0.0
2017-01-01T06:00:00.000Z,0.08402995587682835
2017-01-01T07:00:00.000Z,0.0
2017-01-01T08:00:00.000Z,0.0
2017-01-01T09:00:00.000Z,0.0
2017-01-01T10:00:00.000Z,0.0
2017-01-01T11:00:00.000Z,0.0
2017-01-01T12:00:00.000Z,0.2487241777194317
2017-01-01T13:00:00.000Z,0.0
2017-01-01T14:00:00.000Z,0.42212775246102263
2017-01-01T15:00:00.000Z,0.28396280050449313
2017-01-01T16:00:00.000Z,0.07806766827437367
2017-01-01T17:00:00.000Z,0.2732190224910848
2017-01-01T18:00:00.000Z,0.14940159741872036
2017-01-01T19:00:00.000Z,0.022793842148132036
2017-01-01T20:00:00.000Z,0.3992008417977315
2017-01-01T21:00:00.000Z,0.0
2017-01-01T22:00:00.000Z,0.3121457467408508
2017-01-01T23:00:00.000Z,0.0
2017-01-02T00:00:00.000Z,0.07841059697442193
2017-01-02T01:00:00.000Z,0.05854476658771324
2017-01-02T02:00:00.000Z,0.0
2017-01-02T03:00:00.000Z,0.0
2017-01-02T04:00:00.000Z,0.042938518958155224
2017-01-02T05:00:00.000Z,0.028179794963404437
2017-01-02T06:00:00.000Z,0.17106730625705807
2017-01-02T07:00:00.000Z,0.11188001544003129
2017-01-02T08:00:00.000Z,0.33046447506535914
2017-01-02T09:00:00.000Z,0.0
2017-01-02T10:00:00.000Z,0.07927396512769064
2017-01-02T11:00:00.000Z,0.4785732522069297
2017-01-02T12:00:00.000Z,0.0
2017-01-02T13:00:00.000Z,0.0
2017-01-02T14:00:00.000Z,0.042975066978235534
2017-01-02T15:00:00.000Z,0.0
2017-01-02T16:00:00.000Z,0.0
2017-01-02T17:00:00.000Z,0.0
2017-01-02T18:00:00.000Z,0.14112940385275152
2017-01-02T19:00:00.000Z,0.0
2017-01-02T20:00:00.000Z,0.5048812065810132
2017-01-02T21:00:00.000Z,0.11004738327809843
2017-01-02T22:00:00.000Z,0.21247335488402339
2017-01-02T23:00:00.000Z,0.2369705622521906
2017-01-03T00:00:00.000Z,0.25404858747000797
2017-01-03T01:00:00.000Z,0.2883426693515884
2017-01-03T02:00:00.000Z,0.29685469718222185
2017-01-03T03:00:00.000Z,0.19711550090272634
2017-01-03T04:00:00.000Z,0.10285530772293522
2017-01-03T05:00:00.000Z,0.15262842358586137
2017-01-03T06:00:00.000Z,0.0
2017-01-03T07:00:00.000Z,0.09523011329159228
2017-01-03T08:00:00.000Z,0.0
2017-01-03T09:00:00.000Z,0.1628892498606621
2017-01-03T10:00:00.000Z,0.0
2017-01-03T11:00:00.000Z,0.08013791572300297
2017-01-03T12:00:00.000Z,0.45862377967901563
2017-01-03T13:00:00.000Z,0.03465177168022602
2017-01-03T14:00:00.000Z,0.11617216925221426
2017-01-03T15:00:00.000Z,0.18078373434071493
2017-01-03T16:00:00.000Z,0.07646359499995314
2017-01-03T17:00:00.000Z,0.06596400168719582
2017-01-03T18:00:00.000Z,0.15955220440551549
2017-01-03T19:00:00.000Z,0.0
2017-01-03T20:00:00.000Z,0.0293781727282698
2017-01-03T21:00:00.000Z,0.0
2017-01-03T22:00:00.000Z,0.0
2017-01-03T23:00:00.000Z,0.24789763939278917
2017-01-04T00:00:00.000Z,0.0
2017-01-04T01:00:00.000Z,0.0
2017-01-04T02:00:00.000Z,0.10382709077235064
2017-01-04T03:00:00.000Z,0.09201324584801354
2017-01-04T04:00:00.000Z,0.06349451339831931
2017-01-04T05:00:00.000Z,0.3272916846954723
2017-01-04T06:00:00.000Z,0.22688503888426817
2017-01-04T07:00:00.000Z,0.36807115733472406
2017-01-04T08:00:00.000Z,0.0
2017-01-04T09:00:00.000Z,0.0
2017-01-04T10:00:00.000Z,0.009225917432492367
2017-01-04T11:00:00.000Z,0.0
2017-01-04T12:00:00.000Z,0.07565406600534512
2017-01-04T13:00:00.000Z,0.21829675408108487
2017-01-04T14:00:00.000Z,0.0
